"id","host_is_superhost","host_identity_verified","neighborhood","room_type","accommodates","bathrooms","bedrooms","beds","price","logprice","logacc"
9969226,0,1,"Allston","Entirehome/apt",4,1,1,1,79,4.36944785246702,1.38629436111989
9991857,0,0,"BackBay","Entirehome/apt",5,2,2,3,177,5.17614973257383,1.6094379124341
9992143,0,0,"BackBay","Entirehome/apt",5,2,2,3,184,5.21493575760899,1.6094379124341
9992532,0,0,"BackBay","Entirehome/apt",5,2,2,3,185,5.22035582507832,1.6094379124341
9993602,0,0,"BackBay","Entirehome/apt",3,1,1,2,219,5.3890717298165,1.09861228866811
10037387,0,0,"BackBay","Entirehome/apt",4,1,2,2,239,5.47646355193151,1.38629436111989
10083878,0,1,"SouthEnd","Entirehome/apt",4,1,1,1,170,5.13579843705026,1.38629436111989
10084216,0,1,"BackBay","Entirehome/apt",3,1,1,2,350,5.85793315448346,1.09861228866811
10116914,0,0,"Downtown","Entirehome/apt",3,1,1,2,130,4.86753445045558,1.09861228866811
10117122,0,0,"Downtown","Entirehome/apt",5,2,2,3,179,5.18738580584075,1.6094379124341
10117803,0,0,"Downtown","Entirehome/apt",5,2,2,3,175,5.16478597392351,1.6094379124341
10135564,0,0,"Downtown","Entirehome/apt",3,1,1,2,135,4.90527477843843,1.09861228866811
10136459,0,0,"Downtown","Entirehome/apt",3,1,1,2,189,5.24174701505964,1.09861228866811
10138258,0,0,"Downtown","Entirehome/apt",3,1,1,2,139,4.93447393313069,1.09861228866811
10208321,0,1,"Allston","Privateroom",2,1,1,1,50,3.91202300542815,0.693147180559945
10427199,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,219,5.3890717298165,0.693147180559945
10434883,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,209,5.34233425196481,0.693147180559945
10436811,0,0,"Allston","Privateroom",2,1,1,1,50,3.91202300542815,0.693147180559945
10542140,1,0,"BackBay","Entirehome/apt",6,1,2,3,350,5.85793315448346,1.79175946922805
10611598,0,1,"BeaconHill","Entirehome/apt",2,1,1,1,200,5.29831736654804,0.693147180559945
10671192,0,1,"SouthEnd","Entirehome/apt",2,1,1,2,190,5.24702407216049,0.693147180559945
10730102,0,1,"Allston","Privateroom",2,1,1,1,40,3.68887945411394,0.693147180559945
10811129,0,1,"Downtown","Entirehome/apt",2,1,1,1,80,4.38202663467388,0.693147180559945
10812807,0,1,"BackBay","Entirehome/apt",2,1,1,1,110,4.70048036579242,0.693147180559945
10860611,0,0,"BackBay","Privateroom",2,1,1,1,120,4.78749174278205,0.693147180559945
10881600,0,0,"Downtown","Entirehome/apt",3,1,0,2,169,5.12989871492307,1.09861228866811
10988226,0,0,"BackBay","Entirehome/apt",2,1,1,1,200,5.29831736654804,0.693147180559945
11016623,1,1,"BeaconHill","Entirehome/apt",2,1,1,1,160,5.07517381523383,0.693147180559945
11022736,0,0,"Allston","Entirehome/apt",3,1,0,2,75,4.31748811353631,1.09861228866811
11067772,0,0,"Brighton","Entirehome/apt",4,1,0,2,85,4.44265125649032,1.38629436111989
11122394,0,0,"BackBay","Entirehome/apt",4,1,2,3,405,6.00388706710654,1.38629436111989
11125734,0,0,"Brighton","Entirehome/apt",4,1,1,2,110,4.70048036579242,1.38629436111989
11201204,0,0,"BackBay","Entirehome/apt",2,1,0,1,250,5.52146091786225,0.693147180559945
11213228,0,1,"SouthEnd","Entirehome/apt",7,2,2,5,200,5.29831736654804,1.94591014905531
11275963,1,0,"BackBay","Entirehome/apt",2,1,0,1,110,4.70048036579242,0.693147180559945
11282071,0,1,"Downtown","Privateroom",2,1,1,1,90,4.49980967033027,0.693147180559945
11304657,0,1,"Allston","Entirehome/apt",4,1,2,2,195,5.27299955856375,1.38629436111989
11306586,0,0,"BeaconHill","Entirehome/apt",2,1,0,2,159,5.06890420222023,0.693147180559945
11336922,0,0,"Downtown","Privateroom",4,1,1,1,250,5.52146091786225,1.38629436111989
11357756,0,0,"Downtown","Entirehome/apt",3,1,0,2,149,5.00394630594546,1.09861228866811
11371205,0,0,"BackBay","Entirehome/apt",6,1,2,3,125,4.8283137373023,1.79175946922805
11440702,0,1,"Downtown","Entirehome/apt",4,1,1,2,200,5.29831736654804,1.38629436111989
11462476,0,1,"BackBay","Entirehome/apt",2,1,1,1,225,5.41610040220442,0.693147180559945
11528125,0,1,"Allston","Privateroom",2,1,1,1,50,3.91202300542815,0.693147180559945
11547657,0,1,"SouthEnd","Entirehome/apt",3,1,0,1,175,5.16478597392351,1.09861228866811
11569156,0,1,"Brighton","Entirehome/apt",3,1,1,1,74,4.30406509320417,1.09861228866811
11710680,0,1,"SouthEnd","Entirehome/apt",4,1,2,2,249,5.51745289646471,1.38629436111989
11712306,0,0,"BackBay","Privateroom",2,1,1,1,129,4.85981240436167,0.693147180559945
11760822,0,1,"Brighton","Entirehome/apt",4,1,1,2,150,5.01063529409626,1.38629436111989
11841986,0,0,"SouthEnd","Entirehome/apt",4,1,2,3,432,6.06842558824411,1.38629436111989
11842312,0,0,"Downtown","Entirehome/apt",2,1,1,1,304,5.71702770140622,0.693147180559945
11856912,0,1,"SouthEnd","Entirehome/apt",4,2,2,2,185,5.22035582507832,1.38629436111989
11902134,0,0,"SouthEnd","Entirehome/apt",4,1,2,2,300,5.7037824746562,1.38629436111989
11905849,0,0,"BackBay","Entirehome/apt",2,1,1,1,207,5.33271879326537,0.693147180559945
11983535,0,0,"Downtown","Entirehome/apt",5,2,2,3,189,5.24174701505964,1.6094379124341
12049787,0,0,"SouthEnd","Entirehome/apt",2,1,0,2,150,5.01063529409626,0.693147180559945
12086434,1,1,"BackBay","Entirehome/apt",2,1,0,1,149,5.00394630594546,0.693147180559945
12092499,1,1,"BackBay","Entirehome/apt",3,1,1,1,195,5.27299955856375,1.09861228866811
12210223,0,1,"BeaconHill","Entirehome/apt",4,1,1,2,149,5.00394630594546,1.38629436111989
12211821,0,0,"Downtown","Entirehome/apt",3,1,0,2,182,5.2040066870768,1.09861228866811
12232615,0,0,"Downtown","Privateroom",2,1,1,1,250,5.52146091786225,0.693147180559945
12253499,0,0,"Allston","Entirehome/apt",1,1,0,1,100,4.60517018598809,0
12270833,0,1,"Allston","Entirehome/apt",5,1,2,2,524,6.26149168432104,1.6094379124341
12286410,0,0,"BackBay","Entirehome/apt",4,1,1,2,260,5.56068163101553,1.38629436111989
12287958,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,195,5.27299955856375,0.693147180559945
12290886,0,0,"SouthEnd","Entirehome/apt",4,1,1,2,215,5.37063802812766,1.38629436111989
12291029,0,0,"BackBay","Entirehome/apt",4,1,1,2,200,5.29831736654804,1.38629436111989
12308161,1,1,"SouthEnd","Privateroom",2,1,1,1,129,4.85981240436167,0.693147180559945
12318093,0,1,"SouthEnd","Entirehome/apt",2,1,0,1,195,5.27299955856375,0.693147180559945
12362389,0,1,"BackBay","Entirehome/apt",4,2,2,2,600,6.39692965521615,1.38629436111989
12365159,0,1,"BeaconHill","Entirehome/apt",2,1,1,1,395,5.97888576490112,0.693147180559945
12365454,0,0,"Downtown","Entirehome/apt",6,1,2,2,290,5.66988092298052,1.79175946922805
12382239,0,0,"Downtown","Entirehome/apt",4,1,2,2,250,5.52146091786225,1.38629436111989
12383703,0,0,"Downtown","Entirehome/apt",5,2,2,3,182,5.2040066870768,1.6094379124341
12390027,0,1,"BackBay","Entirehome/apt",4,1,1,1,175,5.16478597392351,1.38629436111989
12489916,0,1,"BackBay","Entirehome/apt",4,2,2,2,281,5.63835466933375,1.38629436111989
12496332,0,1,"SouthEnd","Privateroom",2,1,1,1,60,4.0943445622221,0.693147180559945
12540640,0,1,"Allston","Sharedroom",2,1,1,1,58,4.06044301054642,0.693147180559945
12628940,0,0,"Allston","Entirehome/apt",4,1,2,3,189,5.24174701505964,1.38629436111989
12648403,0,1,"BeaconHill","Entirehome/apt",3,1,0,2,133,4.89034912822175,1.09861228866811
12761363,0,0,"Brighton","Sharedroom",1,1,1,1,40,3.68887945411394,0
12812461,1,0,"SouthEnd","Entirehome/apt",2,1.5,1,1,150,5.01063529409626,0.693147180559945
12916551,1,1,"SouthEnd","Entirehome/apt",4,1,1,2,59,4.07753744390572,1.38629436111989
12987348,0,0,"Downtown","Entirehome/apt",6,2,2,3,363,5.89440283426485,1.79175946922805
12997334,0,1,"Allston","Entirehome/apt",4,1,1,2,120,4.78749174278205,1.38629436111989
13015927,0,0,"BackBay","Entirehome/apt",2,1,1,1,199,5.29330482472449,0.693147180559945
13017064,0,0,"Allston","Entirehome/apt",4,2,2,2,368,5.90808293816893,1.38629436111989
13057265,0,0,"Allston","Entirehome/apt",6,2.5,3,3,177,5.17614973257383,1.79175946922805
13078148,0,1,"Downtown","Entirehome/apt",2,1,0,1,259,5.55682806169954,0.693147180559945
13090471,0,1,"BackBay","Privateroom",1,1,1,1,80,4.38202663467388,0
13113748,0,0,"Downtown","Privateroom",1,1,1,1,390,5.96614673912369,0
13121821,1,0,"BeaconHill","Entirehome/apt",4,1,1,2,199,5.29330482472449,1.38629436111989
13126713,0,1,"Allston","Privateroom",2,2,1,1,250,5.52146091786225,0.693147180559945
13156872,0,0,"Brighton","Entirehome/apt",2,1,1,2,100,4.60517018598809,0.693147180559945
13171246,0,0,"SouthEnd","Entirehome/apt",4,1,2,2,200,5.29831736654804,1.38629436111989
13188501,0,0,"BeaconHill","Entirehome/apt",2,1,0,2,189,5.24174701505964,0.693147180559945
13218392,0,1,"BackBay","Entirehome/apt",2,1,0,1,145,4.97673374242057,0.693147180559945
13236820,1,1,"Allston","Privateroom",2,1,1,1,63,4.14313472639153,0.693147180559945
13249829,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,120,4.78749174278205,1.38629436111989
13275308,1,0,"Downtown","Entirehome/apt",6,2,2,3,363,5.89440283426485,1.79175946922805
13295386,0,0,"Allston","Privateroom",2,1,1,1,62,4.12713438504509,0.693147180559945
13333256,0,1,"Brighton","Privateroom",1,1,1,1,29,3.36729582998647,0
13378923,1,1,"SouthEnd","Entirehome/apt",2,1,0,1,160,5.07517381523383,0.693147180559945
13378936,1,1,"SouthEnd","Entirehome/apt",4,1,1,2,170,5.13579843705026,1.38629436111989
13378987,0,0,"SouthEnd","Entirehome/apt",7,2,4,5,450,6.10924758276437,1.94591014905531
13391640,0,0,"BackBay","Entirehome/apt",2,1,0,1,200,5.29831736654804,0.693147180559945
13443430,0,0,"Allston","Privateroom",1,1,1,1,32,3.46573590279973,0
13450030,0,0,"Allston","Privateroom",2,2,1,1,70,4.24849524204936,0.693147180559945
13466910,0,0,"BackBay","Entirehome/apt",7,1.5,2,4,299,5.70044357339069,1.94591014905531
13477286,0,1,"SouthEnd","Entirehome/apt",5,2,3,4,550,6.30991827822652,1.6094379124341
13494185,1,1,"SouthEnd","Entirehome/apt",2,1,0,1,145,4.97673374242057,0.693147180559945
13524454,0,1,"BeaconHill","Privateroom",2,1,1,1,125,4.8283137373023,0.693147180559945
13528233,0,1,"Brighton","Privateroom",1,1,1,1,50,3.91202300542815,0
13530359,0,0,"Allston","Privateroom",1,2,1,1,42,3.73766961828337,0
13557973,0,0,"Downtown","Privateroom",2,1,1,1,98,4.58496747867057,0.693147180559945
13588854,0,0,"Brighton","Privateroom",1,1,1,1,65,4.17438726989564,0
13590412,0,0,"Allston","Entirehome/apt",4,1,1,2,100,4.60517018598809,1.38629436111989
13614982,0,1,"BackBay","Entirehome/apt",4,1,1,2,225,5.41610040220442,1.38629436111989
13642260,1,1,"Brighton","Entirehome/apt",4,1,1,2,95,4.55387689160054,1.38629436111989
13658522,0,1,"BeaconHill","Entirehome/apt",2,1,2,2,330,5.79909265446053,0.693147180559945
13674701,0,1,"Brighton","Entirehome/apt",5,2,2,2,165,5.10594547390058,1.6094379124341
13681910,0,0,"Allston","Entirehome/apt",6,2,3,3,298,5.6970934865054,1.79175946922805
13684251,0,0,"Allston","Entirehome/apt",4,1,2,2,291,5.67332326717149,1.38629436111989
13684319,0,0,"Brighton","Privateroom",1,1,1,1,39,3.66356164612965,0
13685207,0,0,"Allston","Entirehome/apt",6,2,3,3,322,5.77455154554441,1.79175946922805
13685228,0,0,"Allston","Entirehome/apt",4,1,1,2,243,5.49306144334055,1.38629436111989
13685592,0,0,"Allston","Entirehome/apt",6,2,3,3,300,5.7037824746562,1.79175946922805
13686161,0,0,"Downtown","Entirehome/apt",3,1,1,2,316,5.75574221358691,1.09861228866811
13696242,1,1,"BeaconHill","Entirehome/apt",4,1,1,1,200,5.29831736654804,1.38629436111989
13697966,0,0,"SouthEnd","Entirehome/apt",2,1,0,2,165,5.10594547390058,0.693147180559945
13711334,0,0,"BackBay","Entirehome/apt",4,1,1,2,190,5.24702407216049,1.38629436111989
13719227,0,0,"Brighton","Privateroom",1,1,1,1,40,3.68887945411394,0
13782612,0,1,"Allston","Privateroom",2,1,1,1,52,3.95124371858143,0.693147180559945
13788865,0,1,"BeaconHill","Entirehome/apt",2,1,0,1,150,5.01063529409626,0.693147180559945
13879099,0,0,"Allston","Privateroom",1,1,1,1,90,4.49980967033027,0
13926272,0,1,"BackBay","Entirehome/apt",2,1,1,1,225,5.41610040220442,0.693147180559945
13993185,1,1,"BeaconHill","Entirehome/apt",3,1,1,1,190,5.24702407216049,1.09861228866811
13993626,0,0,"Brighton","Privateroom",2,1,1,1,50,3.91202300542815,0.693147180559945
14025410,0,1,"BeaconHill","Entirehome/apt",2,1,0,1,99,4.59511985013459,0.693147180559945
14044530,0,1,"Allston","Privateroom",2,1,1,1,48,3.87120101090789,0.693147180559945
14057189,1,1,"Brighton","Privateroom",2,1,1,1,100,4.60517018598809,0.693147180559945
14094279,0,1,"SouthEnd","Privateroom",2,2,1,1,255,5.54126354515843,0.693147180559945
14125957,1,1,"SouthEnd","Entirehome/apt",2,1,0,1,150,5.01063529409626,0.693147180559945
14147343,0,1,"BackBay","Privateroom",2,1.5,1,1,92,4.52178857704904,0.693147180559945
14217967,1,1,"BackBay","Entirehome/apt",2,1,0,1,200,5.29831736654804,0.693147180559945
14253538,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,250,5.52146091786225,0.693147180559945
14311859,1,1,"Allston","Privateroom",1,1,1,1,48,3.87120101090789,0
14402688,0,1,"Brighton","Privateroom",2,1,1,1,55,4.00733318523247,0.693147180559945
14421197,0,0,"Downtown","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
14421403,0,0,"Downtown","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
14421605,0,0,"Downtown","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
14421692,0,0,"Downtown","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
14421910,0,0,"Downtown","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
14423004,0,0,"BackBay","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
14442491,0,1,"BackBay","Entirehome/apt",3,1,1,1,300,5.7037824746562,1.09861228866811
14461998,0,1,"SouthEnd","Entirehome/apt",2,1,0,1,165,5.10594547390058,0.693147180559945
14472483,0,0,"Downtown","Entirehome/apt",4,2,2,2,551,6.31173480915291,1.38629436111989
14473036,0,0,"Brighton","Entirehome/apt",4,1.5,2,2,307,5.7268477475872,1.38629436111989
14473564,0,0,"Allston","Entirehome/apt",4,2,2,2,371,5.91620206260743,1.38629436111989
14473911,0,0,"Allston","Entirehome/apt",4,2,2,2,372,5.91889385427315,1.38629436111989
14487262,0,0,"Allston","Entirehome/apt",4,2,2,2,368,5.90808293816893,1.38629436111989
14500012,0,1,"Brighton","Privateroom",2,1,1,1,65,4.17438726989564,0.693147180559945
14552102,0,1,"BackBay","Entirehome/apt",4,1,1,1,285,5.65248918026865,1.38629436111989
14575184,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,200,5.29831736654804,0.693147180559945
14650655,0,0,"Allston","Entirehome/apt",3,1,0,1,175,5.16478597392351,1.09861228866811
14670143,0,0,"BackBay","Entirehome/apt",3,1,1,2,199,5.29330482472449,1.09861228866811
14709217,1,1,"SouthEnd","Entirehome/apt",2,1,1,1,350,5.85793315448346,0.693147180559945
14808631,0,1,"BackBay","Entirehome/apt",4,1,0,2,186,5.2257466737132,1.38629436111989
14809312,0,1,"Brighton","Entirehome/apt",3,1,1,1,185,5.22035582507832,1.09861228866811
14819274,0,1,"SouthEnd","Entirehome/apt",2,1,1,1,275,5.61677109766657,0.693147180559945
14870402,0,1,"BackBay","Entirehome/apt",3,1,1,1,200,5.29831736654804,1.09861228866811
14897219,0,0,"Downtown","Entirehome/apt",6,2,2,3,255,5.54126354515843,1.79175946922805
14897997,0,0,"Downtown","Entirehome/apt",4,2,2,2,536,6.2841341610708,1.38629436111989
14935978,1,1,"Brighton","Entirehome/apt",4,1,1,2,125,4.8283137373023,1.38629436111989
14981303,0,0,"SouthEnd","Privateroom",2,1,1,1,170,5.13579843705026,0.693147180559945
14981534,0,0,"SouthEnd","Privateroom",2,1,1,1,170,5.13579843705026,0.693147180559945
14991767,0,0,"SouthEnd","Entirehome/apt",4,1,1,3,190,5.24702407216049,1.38629436111989
14994014,0,0,"Downtown","Entirehome/apt",4,1,1,2,202,5.30826769740121,1.38629436111989
14995900,0,0,"Downtown","Entirehome/apt",4,1,1,3,203,5.31320597904179,1.38629436111989
15009005,0,1,"BackBay","Sharedroom",1,1,1,1,65,4.17438726989564,0
15022444,0,0,"SouthEnd","Entirehome/apt",4,1,1,2,155,5.04342511691925,1.38629436111989
15038991,0,1,"Downtown","Entirehome/apt",3,1,1,1,225,5.41610040220442,1.09861228866811
15068390,0,1,"Allston","Privateroom",2,2,1,1,99,4.59511985013459,0.693147180559945
15083937,0,1,"Brighton","Entirehome/apt",2,1,1,1,200,5.29831736654804,0.693147180559945
15121740,1,0,"BackBay","Entirehome/apt",2,1,1,1,120,4.78749174278205,0.693147180559945
15126633,0,0,"Downtown","Entirehome/apt",2,1,1,1,316,5.75574221358691,0.693147180559945
15127120,0,0,"Downtown","Entirehome/apt",2,1,0,1,301,5.70711026474888,0.693147180559945
15134020,0,0,"BackBay","Entirehome/apt",6,1.5,3,3,160,5.07517381523383,1.79175946922805
15140520,0,1,"BackBay","Entirehome/apt",2,1,0,1,210,5.34710753071747,0.693147180559945
15166858,0,0,"BackBay","Entirehome/apt",3,1,0,2,155,5.04342511691925,1.09861228866811
15172518,0,0,"BackBay","Entirehome/apt",4,1,1,1,245,5.50125821054473,1.38629436111989
15173160,0,0,"BackBay","Entirehome/apt",6,1,3,3,300,5.7037824746562,1.79175946922805
15173640,0,0,"BackBay","Entirehome/apt",4,1,0,1,200,5.29831736654804,1.38629436111989
15174895,0,0,"BackBay","Entirehome/apt",4,1,1,1,245,5.50125821054473,1.38629436111989
15188419,0,0,"Downtown","Entirehome/apt",5,2,2,3,269,5.59471137960184,1.6094379124341
15206282,0,0,"Downtown","Entirehome/apt",4,1,1,2,304,5.71702770140622,1.38629436111989
15222071,1,0,"Allston","Privateroom",2,1,1,1,80,4.38202663467388,0.693147180559945
15267069,0,1,"SouthEnd","Privateroom",2,1.5,1,1,125,4.8283137373023,0.693147180559945
15267276,0,0,"Downtown","Entirehome/apt",3,1,1,2,571,6.34738920965601,1.09861228866811
15338096,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15340831,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15341441,0,0,"Downtown","Entirehome/apt",2,1,1,1,292,5.67675380226828,0.693147180559945
15341783,0,0,"BackBay","Entirehome/apt",5,2,2,2,429,6.06145691892802,1.6094379124341
15342033,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15342774,0,1,"Allston","Privateroom",2,1,1,1,125,4.8283137373023,0.693147180559945
15370847,0,1,"BackBay","Entirehome/apt",2,1,1,1,250,5.52146091786225,0.693147180559945
15390344,0,0,"Downtown","Entirehome/apt",2,1,0,1,301,5.70711026474888,0.693147180559945
15390808,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15390860,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15397125,1,1,"BackBay","Entirehome/apt",8,2.5,4,5,500,6.21460809842219,2.07944154167984
15407347,0,0,"Downtown","Entirehome/apt",3,1,1,2,304,5.71702770140622,1.09861228866811
15407458,1,0,"BeaconHill","Entirehome/apt",2,1,1,1,225,5.41610040220442,0.693147180559945
15407480,0,0,"Downtown","Entirehome/apt",2,1,0,1,303,5.71373280550937,0.693147180559945
15412846,1,1,"Allston","Privateroom",2,2,1,1,85,4.44265125649032,0.693147180559945
15417450,0,0,"BackBay","Entirehome/apt",8,1,3,4,400,5.99146454710798,2.07944154167984
15435324,1,1,"BackBay","Entirehome/apt",2,1,1,1,229,5.43372200355424,0.693147180559945
15444930,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15451419,0,0,"SouthEnd","Entirehome/apt",3,2,2,2,320,5.76832099579377,1.09861228866811
15462047,0,1,"BackBay","Entirehome/apt",2,1,1,1,190,5.24702407216049,0.693147180559945
15463154,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
15504162,0,1,"BackBay","Entirehome/apt",2,1,1,1,265,5.57972982598622,0.693147180559945
15548670,0,1,"BackBay","Entirehome/apt",4,1,1,2,250,5.52146091786225,1.38629436111989
15559436,1,0,"Allston","Entirehome/apt",4,1,1,3,111,4.70953020131233,1.38629436111989
15569507,0,1,"Allston","Entirehome/apt",2,1,0,1,95,4.55387689160054,0.693147180559945
15581890,0,0,"BackBay","Entirehome/apt",6,1,3,3,300,5.7037824746562,1.79175946922805
15582062,1,0,"BackBay","Entirehome/apt",2,1,0,1,249,5.51745289646471,0.693147180559945
15589328,0,1,"Downtown","Entirehome/apt",4,1,1,1,175,5.16478597392351,1.38629436111989
15602584,0,0,"BackBay","Entirehome/apt",4,2,2,2,475,6.16331480403464,1.38629436111989
15634401,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,140,4.9416424226093,0.693147180559945
15672225,0,0,"Allston","Entirehome/apt",6,2,3,3,417,6.0330862217988,1.79175946922805
15673767,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,135,4.90527477843843,1.38629436111989
15678924,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,135,4.90527477843843,1.38629436111989
15680687,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,185,5.22035582507832,1.38629436111989
15692812,0,1,"Brighton","Entirehome/apt",3,1,1,1,150,5.01063529409626,1.09861228866811
15718719,0,1,"SouthEnd","Entirehome/apt",3,1,1,1,250,5.52146091786225,1.09861228866811
15738758,0,1,"Allston","Privateroom",2,2,1,1,99,4.59511985013459,0.693147180559945
15767124,1,0,"BeaconHill","Entirehome/apt",4,1,1,2,169,5.12989871492307,1.38629436111989
15767548,1,0,"BeaconHill","Entirehome/apt",7,2,2,4,331,5.80211837537706,1.94591014905531
15769929,1,1,"Allston","Entirehome/apt",10,1,4,5,189,5.24174701505964,2.30258509299405
15772120,0,0,"BeaconHill","Privateroom",1,1,1,1,40,3.68887945411394,0
15841981,0,0,"Downtown","Entirehome/apt",4,1,1,2,316,5.75574221358691,1.38629436111989
15844652,0,0,"Downtown","Entirehome/apt",4,1,1,2,307,5.7268477475872,1.38629436111989
15867759,0,1,"Brighton","Privateroom",2,1,1,1,22,3.09104245335832,0.693147180559945
15916945,0,1,"BeaconHill","Entirehome/apt",3,1,1,1,121,4.79579054559674,1.09861228866811
16013973,0,1,"Allston","Entirehome/apt",6,1,2,3,180,5.19295685089021,1.79175946922805
16040760,0,0,"Allston","Entirehome/apt",8,1.5,2,4,289,5.66642668811243,2.07944154167984
16065865,0,0,"Brighton","Privateroom",2,1,1,1,70,4.24849524204936,0.693147180559945
16106584,1,0,"SouthEnd","Entirehome/apt",4,1,1,1,112,4.71849887129509,1.38629436111989
16221083,0,1,"Downtown","Entirehome/apt",4,1,1,1,250,5.52146091786225,1.38629436111989
16238114,1,1,"SouthEnd","Entirehome/apt",2,1,1,1,149,5.00394630594546,0.693147180559945
16239598,0,1,"BeaconHill","Privateroom",2,1,1,1,90,4.49980967033027,0.693147180559945
16272848,0,0,"BeaconHill","Entirehome/apt",8,2,3,3,159,5.06890420222023,2.07944154167984
16285798,0,0,"BeaconHill","Privateroom",2,1,1,1,108,4.68213122712422,0.693147180559945
16288361,1,1,"SouthEnd","Entirehome/apt",4,1,1,2,69,4.23410650459726,1.38629436111989
16312885,0,0,"Allston","Privateroom",2,1,1,1,63,4.14313472639153,0.693147180559945
16322139,0,0,"SouthEnd","Privateroom",2,1,1,1,80,4.38202663467388,0.693147180559945
16324994,0,0,"Brighton","Privateroom",2,1,1,1,30,3.40119738166216,0.693147180559945
16392095,1,0,"BeaconHill","Entirehome/apt",3,1,1,1,99,4.59511985013459,1.09861228866811
16412763,0,0,"Downtown","Privateroom",2,1,1,1,99,4.59511985013459,0.693147180559945
16413043,1,1,"Brighton","Entirehome/apt",5,1,1,2,105,4.65396035015752,1.6094379124341
16427420,0,1,"Brighton","Entirehome/apt",6,1,2,4,130,4.86753445045558,1.79175946922805
16436951,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,149,5.00394630594546,0.693147180559945
16462547,0,0,"BeaconHill","Privateroom",2,1,1,1,107,4.67282883446191,0.693147180559945
16489609,0,0,"Downtown","Entirehome/apt",2,1,0,1,292,5.67675380226828,0.693147180559945
16494169,0,0,"BeaconHill","Entirehome/apt",8,3,4,4,350,5.85793315448346,2.07944154167984
16507969,0,1,"Allston","Privateroom",2,1,1,1,75,4.31748811353631,0.693147180559945
16515215,0,1,"Allston","Privateroom",1,1,1,1,38,3.63758615972639,0
16531634,1,1,"SouthEnd","Entirehome/apt",6,1.5,2,4,199,5.29330482472449,1.79175946922805
16543246,0,1,"Brighton","Entirehome/apt",4,1,2,2,190,5.24702407216049,1.38629436111989
16569938,0,1,"Downtown","Entirehome/apt",4,1,1,1,141,4.94875989037817,1.38629436111989
16631575,0,1,"SouthEnd","Entirehome/apt",2,1,1,1,115,4.74493212836325,0.693147180559945
16693642,1,1,"BeaconHill","Entirehome/apt",3,1,1,1,199,5.29330482472449,1.09861228866811
16721130,0,1,"SouthEnd","Entirehome/apt",3,1,1,3,180,5.19295685089021,1.09861228866811
16733496,0,0,"SouthEnd","Entirehome/apt",5,1,2,3,198,5.28826703069454,1.6094379124341
16843072,1,1,"Downtown","Entirehome/apt",3,1,1,1,102,4.62497281328427,1.09861228866811
16904896,0,1,"BeaconHill","Entirehome/apt",4,1,1,3,250,5.52146091786225,1.38629436111989
16930596,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,140,4.9416424226093,0.693147180559945
16941879,0,1,"Brighton","Privateroom",2,1,1,1,40,3.68887945411394,0.693147180559945
16999403,0,0,"Downtown","Entirehome/apt",4,1,0,2,179,5.18738580584075,1.38629436111989
17024774,1,1,"BeaconHill","Entirehome/apt",3,1,1,1,136,4.91265488573605,1.09861228866811
17107742,0,0,"BackBay","Entirehome/apt",1,1,1,1,150,5.01063529409626,0
17134180,0,0,"BeaconHill","Entirehome/apt",4,2,2,2,650,6.47697236288968,1.38629436111989
17138041,0,1,"SouthEnd","Entirehome/apt",6,1,2,3,120,4.78749174278205,1.79175946922805
17139006,0,0,"Allston","Privateroom",2,2,1,1,35,3.55534806148941,0.693147180559945
17153135,0,0,"Allston","Privateroom",1,2,1,1,30,3.40119738166216,0
17156164,0,0,"Allston","Privateroom",1,2,1,1,35,3.55534806148941,0
17265236,0,1,"Downtown","Entirehome/apt",4,1,1,1,135,4.90527477843843,1.38629436111989
17268897,0,0,"Allston","Privateroom",1,2,1,1,60,4.0943445622221,0
