userId,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film-noir,horror,imax,musical,mystery,romance,sci-fi,thriller,war,western
72057,358,198,18,79,760,231,0,638,127,6,249,3,29,109,304,138,505,61,35
72058,1229,968.5,301,281,1964.5,1101,192.5,3437,523.5,94,313,91.5,207.5,578.5,1159,649.5,1485,393,138
72067,1355,974.5,160,384,1945,700.5,9,1878,477,23,264,61,328,333.5,1315.5,538.5,1302,146,88.5
72130,1239.5,770,136,93.5,907.5,285.5,8.5,518.5,620,8,383.5,189.5,51,132,140,763,631.5,88,27.5
72206,395,416,89,295,1087,391,88,1668,220,81,216,13,209,225,659,235,535,182,81
72226,639,601,117,170.5,888.5,392,56.5,1391.5,437.5,22,53.5,88.5,111.5,235.5,661,289.5,546.5,105,48
72228,689,436,82,76,709,396.5,7.5,1059,214.5,21,158,17,45.5,179.5,328.5,422,643,160,50
72229,439,544,201,481,2255,312,12,1653,333,20,106,15,345,269,1303,249,456,132,68
72275,425.5,256,7,28,594,332.5,6.5,1088.5,126.5,23.5,54,3,61,129.5,532,139.5,485.5,111,38
72334,766,692.5,310.5,316,988,337,11.5,1149,381,8.5,139.5,321,114.5,184,632.5,468.5,595,114,46
72335,578.5,464.5,162.5,221,771,268.5,2,766,202,4,43,49,119.5,94,337,212.5,346,200,113.5
72346,1461,929.5,299.5,312.5,1301,481.5,21.5,977,499.5,17,908,167.5,76.5,326.5,380,1045.5,1310.5,74,67.5
72381,379,458,201.5,322,717.5,158.5,3,473.5,294.5,7,62.5,80.5,196.5,92,390,210,242,40.5,22
72421,472,489.5,176.5,371.5,877.5,203.5,12,1077.5,369,6,265,29.5,149.5,140,472.5,400.5,628.5,52,16
72432,806,748,159,430.5,468.5,293,3,607.5,243.5,19,91,19.5,92,164.5,228.5,480.5,661,82,48
72441,791.5,571,164,233.5,1338.5,487.5,21.5,1048.5,295.5,13,252.5,29,107.5,211.5,576.5,482,834.5,86,27
72471,706.5,561,164,206,590.5,467.5,6.5,1387.5,240.5,22.5,306,30.5,126.5,321,502.5,380.5,955.5,147,36
72489,254,195,45,76,978,187,23,834,114,5,41,8,77,98,517,86,250,51,27
72502,427,290,19,85,703,286,15,1083,114,33,174,6,50,179,448,220,550,81,33
72544,235,291,159,174.5,565.5,148,137.5,1016,191.5,6.5,42,76.5,99.5,103.5,607,114,214.5,63,5
72545,540,604.5,177,251.5,773,184,3.5,736,333.5,0,72.5,74.5,114,75,486,343,325.5,95.5,28
72549,238,160.5,44.5,92.5,781.5,333,9,1201.5,126,12.5,78,5,84.5,170.5,567.5,127.5,405,79.5,29.5
72552,544,378,100,101,937,567,80,1322,183,46,162,15,48,241,439,266,729,107,31
72655,320.5,721,898,929,879,84.5,0,579.5,487,2.5,8,184,225.5,90,449.5,170.5,142.5,40.5,17.5
72842,358,347.5,95,184,1375.5,441,62,1058,236,19.5,95,20,100.5,126.5,465.5,280.5,423,40.5,21
72869,668,513,105,159.5,852.5,261.5,33,831.5,299.5,14.5,95.5,152.5,101.5,111,504.5,357,411.5,86,14
72875,988.5,772.5,619.5,513.5,900.5,423.5,22.5,610.5,440.5,15,477.5,221,119.5,221,268.5,612,807.5,60,32
72954,474,484,327,332,407.5,318,48,1624,287,11,316.5,99.5,191.5,236.5,411.5,206.5,657.5,229,46.5
72978,168,207.5,117,157,632.5,235,29,1129.5,167.5,14,48.5,45,142.5,123,594.5,122.5,322.5,61,16.5
73075,203,328,90.5,227.5,687.5,304,12,1774.5,189,85,114.5,15,204,210,650.5,104,368.5,219,83.5
73087,362,558.5,245,543,1187.5,218,3,1144,443.5,17,236.5,26.5,305,169.5,788,194.5,439.5,66,38.5
73109,839.5,694.5,109,168.5,1198.5,572,70,1669,350.5,32,250.5,62.5,166.5,257.5,723.5,375,778,191.5,98.5
73114,816.5,608,228.5,176,726.5,532.5,9,1006,276.5,24,146,125,49,226.5,293,492.5,738,90,62.5
73135,413.5,434,71.5,127.5,914,241.5,19,911,296.5,70.5,244.5,23.5,136,177,508,473.5,427.5,78,29
73141,570.5,416,128.5,163.5,948.5,410,2.5,853,277.5,9,102,86,67,183,380,325.5,609,55.5,17.5
73156,658.5,587,165.5,166.5,1089,680.5,32,1609,342.5,101.5,464,24,129,421.5,481,424.5,1029,140,71.5
73203,407.5,302,79,58,532.5,517.5,80,1346.5,149,66,103.5,27,40.5,242.5,358,204,550,175.5,66
73215,1672,1017.5,235.5,315,1867.5,1022,101.5,2596.5,497,54.5,502,100,174.5,500,1204.5,860.5,1767.5,229,93.5
73247,1142,771,133,277,1186,452,3,1400,355,18,397,14,97,257,663,639,1099,145,149
73256,521,356,51,129,562,169,0,269,206,3,362,0,35,94,158,254,440,39,23
73268,1435.5,850.5,153.5,124,1296,753,75,1822.5,403,57.5,547,188,57.5,427,603.5,894.5,1481,180,46.5
73302,1215.5,721.5,56.5,62.5,830,461,12.5,987.5,367,11.5,365,137.5,38.5,192,371.5,688,914,144,61.5
73303,643.5,613,198.5,241.5,1178.5,523,42,1677.5,301,63,186.5,49.5,169,336,808,350,819.5,154,52
73339,523.5,527,238,184.5,903,480.5,116.5,1410.5,324.5,81.5,182,67,100,243.5,498.5,362,589.5,125,25
73351,1054,743.5,200,229,1030.5,563.5,16,1591,429.5,23,350.5,134,72,385.5,618,800.5,1195,116.5,24.5
73355,226.5,201,11.5,28,615,330,69,1221,92,49,34,30,51,164,388,104,364,170.5,35
73357,417,475,97,134,972,421,124,1516,256,23,73,26,105,231,587,272,582,96,64
73476,394.5,370,173.5,185,1161.5,266.5,41,1060,305.5,22.5,217,34,116.5,186,714.5,257.5,553.5,39,13
73478,594,608.5,218,239,930.5,323.5,68,1086.5,328,4,120.5,231,83.5,169,379.5,333,487,140.5,64.5
73484,998,430.5,13.5,8,389,747.5,15.5,1240.5,80.5,70,91.5,82.5,5,245,203.5,231,1030.5,294.5,139
73496,1281,607.5,131.5,157.5,824.5,764.5,20.5,1504,257.5,5,219.5,177.5,25.5,293,375,461.5,1212.5,204.5,37
73497,1468,925.5,103.5,138,1364.5,951,34.5,2072,406,72,512.5,61,126,432.5,660.5,679.5,1585,253.5,119
73500,1671.5,1231.5,500,506.5,1972.5,1017,161.5,2876,710,89,607.5,266,218,543.5,968,1179.5,1869.5,279.5,128.5
73540,522,418,154.5,159.5,686.5,264.5,14.5,915,213.5,8.5,74.5,100.5,59.5,135,342,348.5,494.5,92.5,28
73587,1087,733,144,245,1549.5,821,112,2210.5,386,57,346,91.5,111,409,636.5,571,1237.5,198,85.5
73596,455,327,73,138,939.5,484,103,1409.5,207.5,61.5,206,12.5,93.5,240.5,411.5,242,658.5,161.5,63
73598,989,670.5,78,80,1227,836,19.5,2520.5,318,61.5,93,251,67.5,356.5,651,547.5,1136.5,207.5,84.5
73605,1615.5,1073.5,457.5,444.5,2173.5,996,267.5,2165,524,38.5,486.5,267.5,162,384.5,704,760,1410.5,248.5,88
73607,253.5,255.5,50.5,41.5,941,228,45.5,983.5,133,4.5,37.5,25.5,23.5,93,460,266.5,328,60,7.5
73627,528.5,311.5,70,67,416.5,293,22.5,765.5,178,16,565.5,48,20.5,307,156,465,888.5,105.5,22
73634,732,492,33.5,93.5,1207,611.5,128.5,1958.5,168,65.5,88,24.5,131.5,257,724.5,297.5,712,209.5,61.5
73750,139.5,153,211,159,602.5,228,106.5,715,171.5,27.5,255.5,23,57,156.5,253,123.5,324,46.5,15
73802,195.5,113.5,24.5,10.5,793.5,548,113.5,1320.5,80.5,94,31,3.5,81,196,598,43,527,130.5,16.5
73864,311.5,249,49,76,795.5,351,70.5,1084.5,159,3,130.5,5.5,68,152.5,376,179,416,63.5,12.5
73988,368.5,310,28,80.5,930,290.5,28,945,128.5,32,65.5,11,59,142.5,449,200.5,450.5,134.5,23
73999,1278.5,927,271.5,462.5,1212.5,558,3,1196.5,481.5,6,468,38,187,232.5,552.5,549,1044.5,112.5,65
74035,732,473.5,81,90,727.5,689,330.5,1768.5,170.5,48.5,179.5,150,50.5,285.5,384,426.5,904,199.5,90.5
74044,309,335.5,89,117,915,445,124.5,1602.5,215,66,146.5,22.5,125,242,542.5,222,523.5,183,43
74103,1717.5,1179,315,739,2202,692,34,1422.5,572.5,16.5,701,35,225.5,302.5,730.5,852,1270.5,215.5,107
74108,548,303.5,169,130,639.5,226.5,154,686.5,171.5,0,139,93,57,123,210,286,348.5,90,30
74121,1144,751,223.5,145,986.5,662,154.5,1808,365,43,358.5,141.5,69.5,329,541,685.5,1164.5,236.5,70.5
74124,586,530.5,260.5,309,589,146,0,540,495.5,3,385.5,181,76.5,200.5,262.5,401.5,578,51.5,18.5
74169,727,609.5,149.5,230.5,659.5,256.5,27,730.5,237,7.5,96.5,48,98,101.5,337,311.5,522.5,148,26
74177,1065.5,703,339.5,199.5,1645,923.5,147.5,2754.5,417,50,292,165.5,93,452.5,647.5,549,1290.5,188.5,76
74238,316,396,66,147,581,288,28,1181,180,61,193,0,149,149,363,231,416,180,102
74253,961.5,840.5,139.5,300,1122,394.5,16.5,1100,434.5,29.5,572.5,22,168,215,438,952,859,198,301
74264,1531.5,1070,372,319,1134.5,842.5,72,2085,545.5,22,429,369.5,64,514.5,588,986,1573,125,63.5
74278,531.5,381.5,102,120,631,378,15.5,973,169.5,19.5,179,21.5,79.5,147.5,347,263,505,107,46.5
74300,301,240,78,95,624,405,93,1021,136,103,85,2,77,157,315,146,399,91,38
74301,758,637.5,177.5,223.5,1034,385,13,1012.5,323,16,116.5,51,105.5,164,469,389,571.5,190.5,48.5
74303,510.5,373.5,21.5,46,658,377,17.5,1028,143.5,28,126,33,36,122,303,277.5,544,150.5,57.5
74306,684.5,471,54.5,49.5,390,378.5,9,1052.5,222,23,316,63.5,18.5,235.5,265,535.5,794.5,152,58
74311,950,716,170,136,1228,1002,199,2871,386.5,145,375,115.5,101.5,502,671.5,628,1189,271.5,141
74324,528,501,119.5,235.5,1152,269,30.5,685.5,257.5,3.5,86,52.5,93.5,89.5,273,273,351.5,123,31.5
74342,440,346.5,75,105,1150,563,131,1918,188,35.5,97.5,31,113.5,194,605,223.5,519,166,78.5
74356,546,397,185.5,135,772.5,351,8.5,851,187,8.5,139.5,79,42.5,141.5,346.5,367.5,532.5,90,25.5
74359,1043,466,51.5,163,1136.5,643,13,1343,219,35.5,55.5,71.5,88.5,220.5,800.5,304.5,966,112,44.5
74362,537,336,53,68.5,482,364,70.5,1121.5,183.5,18,142,100.5,72,217.5,365.5,255.5,592,119.5,17
74363,598,402,41,114,1059,416,48,1585,218,27,160,10,101,144,619,341,647,191,106
74370,763,958.5,366.5,684.5,1284,212.5,35.5,1028.5,581.5,14,339.5,36.5,350.5,138,357,1070.5,445.5,335.5,87.5
74387,466.5,780,735,526,1083.5,196,83,827.5,733.5,0,857,204.5,127,281.5,325,297.5,750,17.5,6
74403,167,136.5,22.5,38.5,248,150.5,5.5,500,61.5,22.5,48,6.5,27,70,211.5,90.5,184.5,44.5,17
74498,732,777.5,239.5,453,1976,432,82,788.5,453.5,9.5,221.5,151,226,190,393.5,431,512.5,73,72.5
74587,827,465,79,50,504,402,7,579,191.5,18,251,20.5,30,148,154.5,487.5,674.5,107,32
74597,345,357.5,124.5,149,899,264.5,7.5,673,241.5,8.5,41,100.5,67.5,185.5,459,184.5,323.5,36.5,17
74628,961.5,534,82.5,85.5,548.5,412,33,669.5,206,12.5,211,240,21,156.5,138.5,550,732,133,41.5
74688,859.5,963,718.5,758,1738.5,292.5,63,776,663,7.5,336,197.5,259.5,160,346.5,691,480.5,67.5,41.5
74699,631.5,542,181.5,132.5,597,370.5,52,952.5,270.5,57.5,245,46.5,68,265.5,303.5,588.5,669,91.5,27
74717,388.5,270,77,104.5,707.5,466,20.5,1095.5,180,61,160,7.5,99.5,232.5,420.5,186.5,475.5,88,78.5
74831,236,226,52,116,1486,443.5,94,2371.5,193.5,34,92.5,25.5,110.5,255,1110,139.5,558.5,105,15.5
74897,856.5,448.5,130,122,531.5,536.5,8,957.5,189,24,149,101.5,30,188,293.5,319.5,658,140.5,89.5
74977,298.5,318,528.5,312,635.5,185,7,616,306,0,442.5,72,71.5,219.5,213.5,242,615,19,16.5
75023,780.5,437,118,103.5,449.5,409,10.5,1095,183.5,12,164.5,195.5,37,196,305.5,388.5,731.5,121.5,27
75031,555,464,122,165,716,329,24,952,176,24,168,15,90,142,390,276,502,152,55
75071,341.5,271.5,44,59.5,884.5,409.5,101.5,892,120,21.5,65.5,19.5,64,130,387.5,153.5,361,70.5,20
75079,1145,832.5,284.5,222,1045,598,7.5,1087,453,15,216,249,82,236.5,314.5,650.5,910,104,64
75110,1820.5,1203.5,320.5,305,1650,724,8,1513,601.5,19.5,226.5,378,104.5,375.5,752.5,908,1202.5,173.5,81
75113,505.5,433,99.5,120.5,645,306,29.5,1111,306,39,419.5,58.5,79,294.5,321,401.5,620,109.5,48.5
75134,859.5,583,98.5,122,732.5,404.5,31,703.5,270.5,5,121.5,163.5,21,214.5,248.5,378,629,146,75
75142,1200.5,1110.5,406.5,432.5,2435.5,730,130.5,2632,638.5,33,205.5,256.5,209,435.5,1122,1184,1172.5,125,76.5
75275,874,488.5,31,49,909.5,639.5,45,1193.5,174,32,34.5,174,18,182,407.5,352,749,102,19
75331,513.5,569,211,310.5,964.5,342,54,1133,318,35.5,115,30,345.5,175,594.5,382.5,430,79,37.5
75378,287,250,25,47,848,341,38,1145,122,82,47,8,109,173,499,109,359,169,62
75397,541.5,307.5,63,141,716.5,430,4,1014.5,172,7,107.5,37,62,195.5,565,126,667,77.5,36
75452,818,804.5,252.5,552.5,2053.5,526,15,1835.5,490,14.5,343,75.5,204,332,1182.5,382.5,1033.5,127,67
75464,811,534.5,78,179.5,1631,825.5,115,1924,300,59,176.5,33.5,91.5,314.5,704,327.5,992,113.5,58.5
75469,299.5,229,86.5,112,606,324,35,1031,117,11.5,52.5,63,44.5,182,465,143.5,442.5,38,13.5
75475,1116.5,688,189,205.5,942.5,533,19.5,831.5,271,7,179,225,39,210,309.5,466.5,913.5,120,25
75503,723.5,605,170,253,1182.5,567.5,64.5,1645.5,330,103.5,258.5,30,266.5,342.5,654,558.5,870,311,126.5
75529,1452.5,864,55.5,115.5,458.5,767,0,1018.5,307.5,42,107,240.5,18,222,152.5,465,1140.5,187.5,57.5
75570,430,258,28,75,534,283,6,1090,132,10,97,5,25,147,379,204,450,98,21
75663,700,476.5,99.5,144,651,482.5,3,828,243.5,10,107,123.5,65.5,179,394,311.5,613.5,116.5,27
75667,563,388.5,138.5,106.5,791,606.5,49,1493,205,47.5,311.5,29.5,122.5,293.5,398.5,369,763,169,65.5
75676,367,491.5,197,422,1290,311.5,9,1038.5,368,22.5,338.5,18.5,216.5,214,582.5,250,560,85.5,20.5
75707,982,540,71,97.5,587,441.5,34.5,654.5,224,14.5,163.5,26,38.5,134.5,181,420.5,641,57,27.5
75753,533,469,110,152,1267.5,568,6.5,1644,286,40.5,276,63,169,267,735,365.5,720,142.5,39
75773,390,302,106,183,603,153,25,555,139,4,62,7,82,60,235,168,303,59,22
75781,1062,942,260,568,2383,701,58,2380,522,76,545,10,285,432,971,617,1240,223,89
75786,1003,809,143.5,224.5,754,306,20,800.5,421.5,8,250,131.5,99,203.5,351,661.5,832.5,84,14.5
75788,144.5,209.5,111,114.5,840.5,215,124,1435.5,140.5,20,87.5,26,67,130.5,544.5,126,270.5,71,12
75791,472.5,354,151,215,663,200.5,13.5,666,189.5,4.5,76.5,24,79,80,376.5,229,319.5,87,21.5
75792,394,374.5,117,196.5,1030,338.5,18.5,932.5,183.5,24.5,35.5,26,122,158.5,549.5,218.5,379.5,91.5,33.5
75831,815,588,130,225,686,385,10,858,250,35,157,7,91,175,277,347,666,170,98
75855,483,427,131,180,1261,429,39,1733,244,86,133,19,194,254,911,321,618,191,64
75860,455,404,117,187,1064.5,419,33,976,221,24.5,109.5,36,124.5,211,397.5,159,524.5,157,52.5
75866,495,406,141,220,945,320,13,938,265,26,322,15,150,191,440,324,601,90,23
75870,561,813.5,397.5,612.5,1573,237,378.5,1127,629,4,421.5,205.5,393.5,221.5,574.5,526,596.5,36,14.5
75892,829.5,672.5,625.5,505.5,928,605.5,17.5,2051,376,40.5,144,184,138.5,299.5,508,355,869,271,104
75900,1045,809,364,332,675,568.5,13,1608,492,37,517.5,165,165,340.5,443,502.5,989,222.5,114
76025,447,377,123,131.5,924.5,346.5,31.5,1306,210.5,49,208,19.5,127.5,216.5,427,409.5,539,206,102.5
76067,432,321,61,81,1044,309,9,655,162,2,189,8,66,120,277,211,440,87,22
76095,734,583,151,369,719,303,0,805,233,7,87,14,172,110,408,294,498,120,121
76101,397,362.5,132.5,171.5,830.5,237.5,18,622,177,18,137.5,19,56,127.5,239,301.5,396.5,56,27
76129,857.5,666,170.5,207.5,944,532,17.5,1080,327.5,29.5,111.5,24,106,234.5,391,440,719,125.5,55.5
76146,1232,681,133,107.5,1012,594,70,915,259,12,644.5,176.5,41,277,158,798.5,1254.5,93.5,49.5
76155,1003,627,59,116,1260,663,12,1897,215,99,241,15,126,331,760,420,1139,217,160
76176,219.5,267,32,46,1207,304.5,49.5,1539.5,125.5,21.5,64.5,12,76.5,145,584.5,177.5,321.5,175,60
76206,899,544.5,120,136.5,813,414.5,28,1174.5,286.5,25.5,302.5,143.5,31,304.5,503.5,905,974,76.5,19
76399,465.5,397,44.5,104.5,462.5,222.5,45.5,1108.5,126.5,7,106.5,99,30.5,105,233,497.5,404,94.5,25.5
76431,600,567.5,199.5,257,1844.5,596,82.5,2249.5,292.5,60,136,131,195.5,303.5,978,341,762,219,49
76463,467,423,207,255.5,548,247.5,19,730.5,295.5,7,318.5,166.5,78,220.5,198.5,383,629.5,45.5,9.5
76472,489.5,299,197,284.5,1276,564,138.5,1259.5,291,21.5,250,72,168,184.5,494.5,229,600.5,64.5,20.5
76493,557.5,484.5,132.5,136,946.5,336.5,4.5,769.5,295.5,23,220.5,12,63,174,397.5,408,482,102.5,20
76504,68,176,100,279,841,111,18,734,164,13,113,13,163,103,488,119,219,31,10
76526,642,511.5,166.5,218,922.5,482.5,51,1580,257,61.5,109,66,104,233.5,482,295.5,623,355,118.5
76551,478.5,634,385.5,422,968.5,196.5,4,616,451,13,154.5,18,225.5,92,386.5,374,318,41,39
76647,639.5,440.5,92,143,859.5,405.5,12,841.5,231,7.5,174,35,56,170,312,298,668.5,84,38.5
76662,407.5,315.5,47,128,849,326,24.5,1413.5,184,31.5,161,8,145,201.5,884.5,199,581.5,128,62.5
76664,736,775.5,781.5,511,799,441,17,911,448.5,19,105,180.5,143,283,355.5,407.5,682,65.5,31.5
76679,953.5,585.5,134,176.5,1258,495.5,23,872,324.5,22,282.5,40,81,210.5,365.5,438,785,101.5,69
76680,647,540.5,116.5,93.5,945,657,128.5,2447.5,238.5,153.5,205.5,21,122.5,396,805.5,366,875,183,95.5
76711,1082,897,159.5,177,545,267,0,490,337,0,150.5,341,44.5,112.5,184.5,592.5,645.5,74,33
76734,804.5,595,146,192.5,1030.5,390.5,18,813,306.5,15,151,31.5,97.5,126.5,412,365,571,142,54
76782,414,316,30.5,69.5,1231,803,37,2297.5,155.5,146.5,34,49.5,143,396,927,111.5,979,160.5,68
76827,633,821,375,435.5,1784.5,866.5,227,3230,527.5,272,271,133,382.5,443.5,1089,386,963.5,393.5,114.5
76832,942.5,695,282.5,356,1434.5,642,54.5,1962,390,24,461.5,247,115.5,361.5,720.5,550.5,1085.5,133.5,50.5
76834,721,501,72,105,815,327,19,819,190,12,189,15,68,145,310,407,642,92,51
76853,475,367.5,73,127,820,336,103,884,186,19.5,114,87,39.5,170.5,303.5,287,511,90,31
76885,357,286,44,110,1203,359,7,1354,246,28,131,13,78,200,698,205,527,114,29
76898,385.5,299,85.5,82.5,907.5,726.5,327,2051,159.5,154,259.5,12.5,136,296,441,271.5,801.5,177,66.5
76945,1545,1004.5,149,236.5,1228.5,693.5,26.5,1408.5,456,27,398.5,73.5,86.5,345.5,383,745.5,1428.5,208,77.5
76960,734.5,722.5,257,376.5,2230.5,714.5,129.5,2268.5,373,83.5,168,43.5,233,320.5,955.5,445,801,180,61
77004,769,414,136,97,552.5,495.5,22,1007,151.5,19,171.5,14.5,37.5,189.5,272,228.5,715.5,208,69
77054,836,506.5,109.5,150,958.5,492,25.5,1142,214,32.5,188,24.5,90,147.5,469,341,632.5,137,60.5
77134,365,282,126.5,250,1446,373,11.5,1237.5,235.5,2,73,23,178,168,874.5,131.5,535,44,24
77149,877.5,671.5,304.5,278,837.5,507.5,15,1156.5,396.5,35,484,86,84,331.5,390.5,506.5,1039,139.5,35.5
77180,1110.5,490,28.5,13,593.5,734.5,15.5,881,160,23,483.5,137.5,5,291,102,706.5,1203.5,41.5,45.5
77249,773.5,542.5,114.5,206,709.5,388,46.5,807,220.5,8,93.5,69.5,37,177.5,344,372.5,663,98.5,12
77256,892.5,827,338,287,860,325.5,15.5,900,556.5,12.5,246,123.5,68,240.5,415.5,707.5,761,116,30
77284,617.5,555.5,142.5,240.5,1762.5,610,132.5,2920,402,47,343.5,38,299,280.5,1047,366.5,879,317.5,55
77302,636,488,137,119,666.5,405.5,11,1055.5,261,19,205.5,26.5,42,222,452,405.5,652.5,122,30
77371,906,520,52,126,661,246,0,367,210,3,100,1,22,35,189,400,500,64,42
77400,536,456.5,103,154.5,998,472,87,1809,201.5,105,165,4,206,240.5,632.5,330,553.5,223.5,164.5
77411,770,736,534,442,1159,357.5,142.5,817.5,430.5,5,139,188,148.5,119,307,490.5,418.5,77.5,56
77425,371.5,275.5,83,93.5,821.5,425,20,1289.5,175,28.5,60,26,40,189,432,227.5,475.5,72,21.5
77437,459,475.5,219.5,227.5,797,290,154,707.5,258.5,10,59,148,85,118.5,240.5,226,337,82,19.5
77444,737.5,543,104.5,158.5,956.5,417.5,17,1021.5,323,12.5,178.5,138.5,82.5,237.5,670,423,730,59.5,45.5
77496,848,625,90.5,121.5,597.5,344,20,1200.5,241,28.5,177.5,33.5,61.5,227,389,674,696,188.5,38
77525,979.5,892,253.5,395.5,2185.5,584,120,1626.5,642,34.5,907,99.5,183.5,371,560,718.5,974.5,114,62.5
77530,299,336.5,102,165.5,824.5,294.5,24,963,224.5,8,73.5,39,133.5,162,529.5,135,354,84,39
77586,340,555.5,320.5,485.5,1328,187.5,16,610,337.5,4.5,43.5,150,166.5,86,476,219,154,28.5,16
77605,438,420.5,121,69.5,679,356.5,58,1784,260.5,47.5,276.5,104,40,307,429,467.5,709.5,132.5,34
77635,405,394.5,166,204.5,938.5,273.5,27.5,1033.5,244,22,140.5,13,158.5,144.5,445,290,388.5,108.5,37
77675,1622,718.5,102,52.5,338,600,6,1080,177,27,250.5,183.5,15.5,184.5,148.5,859,1151.5,273.5,110
77689,337,455.5,388.5,436,861,142,36.5,391,336,1,212,39.5,135.5,73.5,168,268.5,229.5,55.5,29.5
77701,274,275,28,111,884,323,25,1203,161,44,117,4,99,181,483,183,381,130,48
77736,1995.5,1228.5,277.5,357,1666,1043.5,32,2329,591,31.5,416,236.5,107.5,510.5,863.5,904,1848.5,302,80.5
77747,719,629.5,137.5,170,1909,799,205,3580.5,378,168.5,559.5,30,324.5,459.5,1185.5,494,1077.5,333,125
77872,790,703.5,288,308,1755.5,605.5,215,1952,416,57,297,197,115,276.5,502.5,564,821,112,62.5
77887,377.5,402,250,269,611,227,0,784,215,8,105,68.5,126,198.5,373.5,349.5,404,63,19
77910,740,752,349.5,864.5,1955,428,31,919.5,516.5,8.5,1079,54.5,215,260,407,471,942,29.5,19.5
77960,617,513.5,292.5,236.5,720,344.5,20.5,926.5,399.5,28.5,264.5,102,111.5,163.5,324,405,481.5,113,73.5
77965,312,274,81,130,686,225,23,1149,127,23,117,4,105,139,563,174,368,88,66
77991,622,481,165.5,180,649,440,33.5,1134.5,250,22.5,166.5,119.5,76.5,239,365.5,376,666,102.5,35.5
78009,495,331.5,85.5,123.5,922,444,0,1278,164,47,77,6,62,216,763.5,230,595,102.5,48
78036,568,620,230,324,655,229,8,583,284,53,164,8,205,164,284,441,453,108,106
78102,525,402,91.5,89.5,572,440.5,31,948,189,74,253,16.5,44.5,229.5,235.5,377.5,578,134,53.5
78141,220,253.5,110.5,217.5,1073.5,173,6,905.5,222,3,34,19.5,171,95,841.5,97,227,78.5,33
78144,845,442,73,84,738,629,13,1002,150,73,185,0,26,201,256,368,751,99,85
78220,637,361.5,74,78.5,436.5,305,10.5,789.5,171,21.5,323.5,88,39,259,206,689,783,86,22.5
78303,520,339.5,69.5,74.5,727.5,469,51,1104.5,159,14,366,64,53.5,278,353.5,216.5,795,121,21.5
78315,296,382,182,258,1045,218,36,845,224,12,53,14,144,100,445,213,223,74,25
78340,1198,1030,312.5,271.5,815,434,11,1177.5,598.5,100.5,568.5,207.5,252,409.5,489.5,932.5,858,166.5,117.5
78384,603,540,211,414,1049,294,10,986,326,7,210,13,234,186,634,352,632,78,64
78402,536,337,26,122,1202,467,14,2043,158,12,24,28,98,198,1161,122,681,203,56
78405,605.5,584,194.5,318.5,1177,329.5,8,1102.5,264.5,20.5,72,48.5,171,147,648,302,502.5,65.5,45.5
78434,1081.5,887,318,486.5,1166.5,397.5,31.5,689,496,5,289,154,158,177.5,322,593.5,814,60,27
78471,947,620.5,93.5,98,702.5,573,44,1278,177.5,39.5,277.5,22,38.5,222.5,270.5,623.5,944,240.5,96
78505,728,668,211.5,339,1281.5,406.5,48,986,348.5,3.5,156,36.5,129,104.5,410,340,583,101.5,37
78538,936,379.5,21,27,401,477,28.5,716.5,153.5,13.5,170,175.5,10,194.5,137.5,384.5,830,96,11.5
78548,1067.5,538,175,111.5,612.5,351.5,194.5,726.5,168,6,106,123,23.5,90.5,140.5,365,616.5,280,26
78552,655,516.5,98.5,148,877,516.5,0,1718.5,283.5,39,98,148,106.5,275,656,376.5,793,161.5,104.5
78574,326,380,246,296,1361,294,67,818,205,12,117,13,180,101,300,200,271,123,58
78678,832,554,197,207,691,429,23,815,357,22,407,83,88,264,257,440,766,64,31
78718,1267,805,237,163,753.5,570.5,43,1351,404,88,229,222,147,286.5,455,625,868,245,85.5
78739,1001,747,194,291.5,1576,648.5,31,1938,382.5,79.5,280,20.5,191,342,777,549,1046.5,193.5,143.5
78778,424.5,553,225.5,478.5,698.5,115.5,5,749.5,316,0,27.5,76,199.5,56,421.5,261.5,195.5,95,35.5
78791,691,486,93,139,894,348,4,1122,235,11,515,12,64,218,398,395,821,131,64
78813,426,454,156,303,939,301,20,1279,332,75,354,14,319,255,502,430,560,105,36
78830,1008.5,696,196.5,269.5,1698,927,71,2512.5,293,64,199.5,40.5,158.5,373,864,425.5,1278,252,139
78856,848,594,157,232,1830,696,18,1888,354,104,559,13,231,488,1042,607,1313,118,79
78910,1993,1266.5,464.5,360.5,1620,869,62,1900.5,714,49.5,1165,355.5,41.5,497.5,520,1573,1824.5,172,68
78953,457,349,32,93,623,363,26,1137,136,45,66,5,96,214,413,255,576,174,103
78971,1304.5,913,121.5,263,1588,849,81.5,2558.5,389.5,105.5,434.5,22,321,536,1260,676.5,1537.5,299,213.5
78977,588,457,113.5,135.5,558.5,379.5,18.5,1145.5,191.5,22,97,42.5,60,178,446.5,287,548.5,185,42
79105,422.5,318,126.5,103,490,279,35.5,625.5,279.5,38.5,304.5,10,43.5,177.5,239.5,338.5,469,42,27
79136,1175,985.5,467,439,810.5,450.5,61.5,1035,438,15.5,223.5,240.5,140.5,221.5,213.5,666.5,848,125,68.5
79208,442,464.5,259,285.5,793,306,77.5,1208.5,346,24,137.5,79,176,194,473.5,373.5,434,107,63.5
79222,231.5,422,253,488.5,613,83.5,24.5,521.5,329,5.5,453,24,352,126,322,223,260,25,7.5
